user_id,arm,converted,payment_error
c000233,control,1,0
c000234,control,0,0
c000235,control,0,0
c000236,control,1,0
c000237,control,0,0
c000238,control,0,0
c000239,control,0,0
c000240,control,0,0
c000241,control,1,1
c000242,control,0,0
c000243,control,1,0
c000244,control,1,0
c000245,control,1,0
c000246,control,1,0
c000247,control,1,0
c000248,control,0,0
c000249,control,1,0
c000250,control,0,0
c000251,control,1,0
c000252,control,0,0
c000253,control,0,0
c000254,control,1,0
c000255,control,1,0
c000256,control,1,0
c000257,control,1,0
c000258,control,1,0
c000259,control,0,0
c000260,control,0,0
c000261,control,1,0
c000262,control,0,0
c000263,control,0,0
c000264,control,0,0
c000265,control,1,0
c000266,control,1,0
c000267,control,1,0
c000268,control,0,0
c000269,control,1,0
c000270,control,1,0
c000271,control,0,0
c000272,control,0,0
c000273,control,0,0
c000274,control,0,0
c000275,control,1,0
c000276,control,1,0
c000277,control,1,0
c000278,control,1,0
c000279,control,1,0
c000280,control,1,0
c000281,control,0,0
c000282,control,1,0
c000283,control,1,0
c000284,control,0,0
c000285,control,0,0
c000286,control,0,0
c000287,control,1,0
c000288,control,1,0
c000289,control,1,0
c000290,control,1,0
c000291,control,0,0
c000292,control,1,0
c000293,control,1,0
c000294,control,1,0
c000295,control,1,0
c000296,control,1,0
c000297,control,1,0
c000298,control,1,0
c000299,control,1,0
c000300,control,0,0
c000301,control,1,0
c000302,control,1,0
c000303,control,0,0
c000304,control,0,0
c000305,control,0,0
c000306,control,1,0
c000307,control,1,0
c000308,control,1,0
c000309,control,1,0
c000310,control,1,0
c000311,control,0,0
c000312,control,0,0
c000313,control,1,0
c000314,control,1,0
c000315,control,0,0
c000316,control,0,0
c000317,control,0,0
c000318,control,0,0
c000319,control,1,0
c000320,control,1,0
c000321,control,1,0
c000322,control,1,0
c000323,control,1,0
c000324,control,1,0
c000325,control,1,0
c000326,control,1,0
c000327,control,1,1
c000328,control,1,0
c000329,control,1,0
c000330,control,0,0
c000331,control,1,0
c000332,control,1,0
c000333,control,1,0
c000334,control,1,0
c000335,control,1,0
c000336,control,0,0
c000337,control,0,0
c000338,control,1,0
c000339,control,0,0
c000340,control,1,0
c000341,control,1,0
c000342,control,1,0
c000343,control,0,0
c000344,control,0,0
c000345,control,1,0
c000346,control,1,0
c000347,control,1,0
c000348,control,1,0
c000349,control,1,0
c000350,control,1,1
c000351,control,0,0
c000352,control,1,0
c000353,control,0,0
c000354,control,1,0
c000355,control,1,0
c000356,control,1,0
c000357,control,1,0
c000358,control,1,0
c000359,control,0,0
c000360,control,1,0
c000361,control,1,0
c000362,control,0,1
c000363,control,1,0
c000364,control,0,0
c000365,control,1,0
c000366,control,1,0
c000367,control,1,0
c000368,control,1,0
c000369,control,1,0
c000370,control,0,0
c000371,control,0,0
c000372,control,0,0
c000373,control,0,0
c000374,control,0,0
c000375,control,0,0
c000376,control,1,0
c000377,control,1,0
c000378,control,1,0
c000379,control,0,0
c000380,control,0,0
c000381,control,1,0
c000382,control,0,0
c000383,control,1,0
c000384,control,1,1
c000385,control,1,0
c000386,control,1,0
c000387,control,0,0
c000388,control,0,0
c000389,control,1,0
c000390,control,0,0
c000391,control,1,0
c000392,control,0,0
c000393,control,1,0
c000394,control,1,0
c000395,control,1,0
c000396,control,1,0
c000397,control,1,0
c000398,control,1,0
c000399,control,0,0
c000400,control,0,0
c000401,control,0,0
c000402,control,1,0
c000403,control,1,0
c000404,control,0,0
c000405,control,1,0
c000406,control,1,0
c000407,control,1,0
c000408,control,1,0
c000409,control,1,0
c000410,control,1,0
c000411,control,1,0
c000412,control,0,0
c000413,control,0,0
c000414,control,1,0
c000415,control,0,0
c000416,control,1,0
c000417,control,1,0
c000418,control,1,0
c000419,control,1,0
c000420,control,1,0
c000421,control,0,0
c000422,control,0,0
c000423,control,1,0
c000424,control,0,0
c000425,control,0,0
c000426,control,0,0
c000427,control,0,0
c000428,control,1,0
c000429,control,1,0
c000430,control,0,0
c000431,control,0,0
c000432,control,0,0
c000433,control,0,0
c000434,control,1,0
c000435,control,1,0
c000436,control,1,0
c000437,control,1,0
c000438,control,0,0
c000439,control,1,0
c000440,control,0,0
c000441,control,1,0
c000442,control,1,0
c000443,control,1,0
c000444,control,1,0
c000445,control,0,0
c000446,control,1,0
c000447,control,1,0
c000448,control,1,0
c000449,control,1,0
c000450,control,0,0
c000451,control,0,0
c000452,control,1,0
c000453,control,1,0
c000454,control,1,0
c000455,control,1,0
c000456,control,0,0
c000457,control,0,0
c000458,control,1,0
c000459,control,1,0
c000460,control,0,0
c000461,control,1,0
c000462,control,1,0
c000463,control,1,0
c000464,control,1,0
c000465,control,0,0
c000466,control,0,0
c000467,control,1,0
c000468,control,0,0
c000469,control,1,0
c000470,control,1,1
c000471,control,1,0
c000472,control,0,0
c000473,control,1,0
c000474,control,0,0
c000475,control,0,0
c000476,control,0,0
c000477,control,1,0
c000478,control,0,0
c000479,control,0,0
c000480,control,0,0
c000481,control,0,0
c000482,control,1,0
c000483,control,1,0
c000484,control,0,0
c000485,control,0,0
c000486,control,1,0
c000487,control,0,0
c000488,control,0,0
c000489,control,1,0
c000490,control,1,0
c000491,control,0,0
c000492,control,1,0
c000493,control,1,0
c000494,control,0,0
c000495,control,1,0
c000496,control,1,0
c000497,control,0,0
c000498,control,0,0
c000499,control,1,0
c000500,control,1,1
c000501,control,0,0
c000502,control,1,0
c000503,control,1,0
c000504,control,1,0
c000505,control,1,0
c000506,control,0,0
c000507,control,1,0
c000508,control,1,0
c000509,control,0,0
c000510,control,1,0
c000511,control,1,0
c000512,control,1,0
c000513,control,1,0
c000514,control,1,0
c000515,control,0,1
c000516,control,0,0
c000517,control,1,0
c000518,control,1,0
c000519,control,1,0
c000520,control,1,0
c000521,control,1,1
c000522,control,1,0
c000523,control,0,0
c000524,control,1,0
c000525,control,1,0
c000526,control,0,0
c000527,control,1,0
c000528,control,1,0
c000529,control,1,0
c000530,control,1,0
c000531,control,1,0
c000532,control,1,0
c000533,control,1,0
c000534,control,1,0
c000535,control,0,0
c000536,control,1,0
c000537,control,1,0
c000538,control,0,0
c000539,control,1,0
c000540,control,0,0
c000541,control,1,0
c000542,control,1,0
c000543,control,1,0
c000544,control,1,0
c000545,control,1,0
c000546,control,1,0
c000547,control,1,0
c000548,control,1,0
c000549,control,0,0
c000550,control,1,0
c000551,control,0,0
c000552,control,0,0
c000553,control,1,0
c000554,control,0,0
c000555,control,0,0
c000556,control,1,0
c000557,control,1,0
c000558,control,1,0
c000559,control,1,0
c000560,control,1,0
c000561,control,0,0
c000562,control,0,0
c000563,control,1,0
c000564,control,1,0
c000565,control,0,0
c000566,control,0,0
c000567,control,1,0
c000568,control,1,0
c000569,control,0,0
c000570,control,1,0
c000571,control,0,0
c000572,control,0,0
c000573,control,1,0
c000574,control,1,0
c000575,control,1,0
c000576,control,1,0
c000577,control,0,0
c000578,control,0,0
c000579,control,0,0
c000580,control,1,0
c000581,control,1,0
c000582,control,1,0
c000583,control,1,0
c000584,control,0,0
c000585,control,0,0
c000586,control,1,0
c000587,control,0,0
c000588,control,1,0
c000589,control,0,0
c000590,control,1,0
c000591,control,0,0
c000592,control,0,0
c000593,control,1,0
c000594,control,1,0
c000595,control,1,0
c000596,control,0,0
c000597,control,0,0
c000598,control,1,0
c000599,control,1,0
c000600,control,0,0
c000601,control,1,0
c000602,control,1,0
c000603,control,1,0
c000604,control,1,0
c000605,control,0,0
c000606,control,1,0
c000607,control,0,0
c000608,control,0,0
c000609,control,0,0
c000610,control,1,0
c000611,control,1,0
c000612,control,1,0
c000613,control,0,0
c000614,control,0,0
c000615,control,1,0
c000616,control,0,0
c000617,control,0,0
c000618,control,1,0
c000619,control,0,0
c000620,control,0,0
c000621,control,1,0
c000622,control,1,0
c000623,control,1,0
c000624,control,1,0
c000625,control,0,0
c000626,control,1,0
c000627,control,1,0
c000628,control,1,0
c000629,control,1,0
c000630,control,1,0
c000631,control,0,0
c000632,control,1,0
c000633,control,1,0
c000634,control,1,0
c000635,control,1,0
c000636,control,0,0
c000637,control,1,0
c000638,control,1,0
c000639,control,0,0
c000640,control,1,0
c000641,control,1,0
c000642,control,1,0
c000643,control,0,0
c000644,control,1,0
c000645,control,1,0
c000646,control,1,0
c000647,control,0,0
c000648,control,1,0
c000649,control,0,1
c000650,control,1,0
c000651,control,0,0
c000652,control,0,0
c000653,control,0,0
c000654,control,1,0
c000655,control,0,0
c000656,control,1,0
c000657,control,0,0
c000658,control,0,0
c000659,control,1,0
c000660,control,1,0
c000661,control,1,0
c000662,control,1,0
c000663,control,1,0
c000664,control,0,0
c000665,control,1,0
c000666,control,0,0
c000667,control,0,0
c000668,control,0,0
c000669,control,1,0
c000670,control,1,0
c000671,control,0,0
c000672,control,1,1
c000673,control,1,0
c000674,control,1,0
c000675,control,0,0
c000676,control,0,0
c000677,control,1,0
c000678,control,1,0
c000679,control,0,0
c000680,control,1,0
c000681,control,0,0
c000682,control,1,0
c000683,control,0,0
c000684,control,1,0
c000685,control,1,1
c000686,control,0,0
c000687,control,1,0
c000688,control,1,0
c000689,control,0,0
c000690,control,0,0
c000691,control,0,0
c000692,control,0,0
c000693,control,0,0
c000694,control,0,0
c000695,control,0,0
c000696,control,0,0
c000697,control,0,0
c000698,control,0,1
c000699,control,0,0
c000700,control,1,0
c000701,control,1,0
c000702,control,1,0
c000703,control,1,0
c000704,control,1,0
c000705,control,1,0
c000706,control,1,0
c000707,control,1,0
c000708,control,1,0
c000709,control,1,0
c000710,control,1,0
c000711,control,1,0
c000712,control,1,0
c000713,control,0,0
c000714,control,0,0
c000715,control,1,0
c000716,control,0,0
c000717,control,1,0
c000718,control,1,0
c000719,control,1,0
c000720,control,0,0
c000721,control,1,0
c000722,control,0,0
c000723,control,1,0
c000724,control,1,0
c000725,control,0,0
c000726,control,0,0
c000727,control,1,0
c000728,control,0,0
c000729,control,1,0
c000730,control,1,0
c000731,control,1,0
c000732,control,1,0
c000733,control,0,0
c000734,control,1,0
c000735,control,0,0
c000736,control,1,0
c000737,control,1,0
c000738,control,0,0
c000739,control,1,0
c000740,control,0,0
c000741,control,0,0
c000742,control,1,0
c000743,control,1,0
c000744,control,1,0
c000745,control,1,0
c000746,control,0,0
c000747,control,1,0
c000748,control,1,0
c000749,control,1,0
c000750,control,0,0
c000751,control,1,0
c000752,control,1,0
c000753,control,1,0
c000754,control,1,0
c000755,control,0,0
c000756,control,0,0
c000757,control,0,0
c000758,control,1,0
c000759,control,1,0
c000760,control,1,0
c000761,control,1,0
c000762,control,1,0
c000763,control,1,0
c000764,control,1,0
c000765,control,1,0
c000766,control,0,0
c000767,control,1,0
c000768,control,1,0
c000769,control,0,0
c000770,control,0,0
c000771,control,0,0
c000772,control,0,0
c000773,control,0,0
c000774,control,1,0
c000775,control,1,0
c000776,control,1,0
c000777,control,1,0
c000778,control,1,0
c000779,control,0,0
c000780,control,1,0
c000781,control,1,0
c000782,control,0,0
c000783,control,0,0
c000784,control,1,0
c000785,control,1,0
c000786,control,1,0
c000787,control,0,0
c000788,control,0,0
c000789,control,1,0
c000790,control,1,0
c000791,control,0,0
c000792,control,0,0
c000793,control,1,0
c000794,control,0,0
c000795,control,0,0
c000796,control,1,0
c000797,control,0,0
c000798,control,1,0
c000799,control,1,0
c000800,control,1,0
c000801,control,0,0
c000802,control,1,0
c000803,control,1,0
c000804,control,1,0
c000805,control,1,0
c000806,control,1,0
c000807,control,0,0
c000808,control,1,0
c000809,control,1,1
c000810,control,1,0
c000811,control,1,0
c000812,control,1,0
c000813,control,0,0
c000814,control,1,0
c000815,control,1,0
c000816,control,0,0
c000817,control,1,0
c000818,control,1,0
c000819,control,0,0
c000820,control,0,0
c000821,control,1,0
c000822,control,1,0
c000823,control,1,0
c000824,control,1,0
c000825,control,1,0
c000826,control,1,0
c000827,control,0,0
c000828,control,0,0
c000829,control,1,0
c000830,control,0,0
c000831,control,1,0
c000832,control,0,0
c000833,control,0,0
c000834,control,0,0
c000835,control,1,0
c000836,control,1,0
c000837,control,1,0
c000838,control,0,0
c000839,control,0,0
c000840,control,0,0
c000841,control,1,0
c000842,control,1,0
c000843,control,1,0
c000844,control,1,0
c000845,control,1,0
c000846,control,1,0
c000847,control,0,0
c000848,control,1,0
c000849,control,1,0
c000850,control,1,0
c000851,control,1,0
c000852,control,1,0
c000853,control,0,0
c000854,control,0,0
c000855,control,0,0
c000856,control,1,0
c000857,control,1,0
c000858,control,1,0
c000859,control,1,0
c000860,control,0,0
c000861,control,0,0
c000862,control,0,0
c000863,control,0,0
c000864,control,1,0
c000865,control,0,0
c000866,control,0,0
c000867,control,0,0
c000868,control,1,0
c000869,control,0,0
c000870,control,1,0
c000871,control,1,0
c000872,control,0,0
c000873,control,1,0
c000874,control,1,0
c000875,control,1,0
c000876,control,1,0
c000877,control,0,0
c000878,control,1,0
c000879,control,1,0
c000880,control,0,0
c000881,control,1,0
c000882,control,1,0
c000883,control,1,0
c000884,control,0,0
c000885,control,0,0
c000886,control,1,0
c000887,control,1,0
c000888,control,1,0
c000889,control,1,0
c000890,control,0,0
c000891,control,0,1
c000892,control,1,0
c000893,control,1,0
c000894,control,1,0
c000895,control,1,0
c000896,control,1,0
c000897,control,0,0
c000898,control,0,0
c000899,control,1,0
c000900,control,1,0
c000901,control,0,0
c000902,control,0,0
c000903,control,1,0
c000904,control,1,0
c000905,control,0,0
c000906,control,0,0
c000907,control,1,0
c000908,control,1,0
c000909,control,0,0
c000910,control,1,0
c000911,control,1,0
c000912,control,0,0
c000913,control,1,0
c000914,control,0,0
c000915,control,1,0
c000916,control,0,0
c000917,control,1,0
c000918,control,1,0
c000919,control,0,0
c000920,control,0,0
c000921,control,1,0
c000922,control,0,0
c000923,control,0,0
c000924,control,0,0
c000925,control,1,0
c000926,control,1,0
c000927,control,0,0
c000928,control,0,0
c000929,control,0,0
c000930,control,1,0
c000931,control,1,0
c000932,control,1,0
c000933,control,1,0
c000934,control,1,0
c000935,control,1,0
c000936,control,0,0
c000937,control,1,0
c000938,control,0,0
c000939,control,0,0
c000940,control,0,0
c000941,control,0,0
c000942,control,0,0
c000943,control,1,0
c000944,control,1,0
c000945,control,1,0
c000946,control,1,0
c000947,control,0,0
c000948,control,1,0
c000949,control,0,0
c000950,control,1,0
c000951,control,1,0
c000952,control,0,0
c000953,control,0,0
c000954,control,0,0
c000955,control,0,0
c000956,control,0,0
c000957,control,0,0
c000958,control,0,0
c000959,control,0,0
c000960,control,1,0
c000961,control,0,0
c000962,control,1,0
c000963,control,0,0
c000964,control,0,0
c000965,control,1,0
c000966,control,0,0
c000967,control,1,0
c000968,control,0,0
c000969,control,1,0
c000970,control,1,0
c000971,control,1,0
c000972,control,0,0
c000973,control,1,0
c000974,control,0,0
c000975,control,1,0
c000976,control,0,0
c000977,control,1,0
c000978,control,1,0
c000979,control,0,0
c000980,control,1,0
c000981,control,0,0
c000982,control,1,0
c000983,control,1,0
c000984,control,1,0
c000985,control,1,0
c000986,control,0,0
c000987,control,1,0
c000988,control,0,0
c000989,control,0,0
c000990,control,1,0
c000991,control,1,0
c000992,control,0,0
c000993,control,0,0
c000994,control,0,0
c000995,control,0,0
c000996,control,1,0
c000997,control,1,0
c000998,control,1,0
c000999,control,1,0
c001000,control,1,0
c001001,control,1,0
c001002,control,1,0
c001003,control,0,0
c001004,control,0,0
c001005,control,0,0
c001006,control,0,0
c001007,control,0,0
c001008,control,1,0
c001009,control,1,0
c001010,control,0,0
c001011,control,1,0
c001012,control,1,0
c001013,control,1,0
c001014,control,1,0
c001015,control,1,0
c001016,control,0,0
c001017,control,0,0
c001018,control,0,0
c001019,control,1,0
c001020,control,1,0
c001021,control,1,1
c001022,control,1,0
c001023,control,1,0
c001024,control,1,0
c001025,control,0,0
c001026,control,0,0
c001027,control,0,0
c001028,control,1,0
c001029,control,1,0
c001030,control,0,0
c001031,control,0,0
c001032,control,1,0
c001033,control,0,1
c001034,control,0,0
c001035,control,1,0
c001036,control,0,0
c001037,control,0,0
c001038,control,0,0
c001039,control,1,0
c001040,control,1,0
c001041,control,0,1
c001042,control,1,0
c001043,control,0,0
c001044,control,0,0
c001045,control,1,0
c001046,control,1,1
c001047,control,0,0
c001048,control,1,0
c001049,control,1,0
c001050,control,0,0
c001051,control,1,0
c001052,control,1,0
c001053,control,0,0
c001054,control,0,0
c001055,control,1,0
c001056,control,1,0
c001057,control,1,0
c001058,control,1,0
c001059,control,0,0
c001060,control,1,0
c001061,control,0,0
c001062,control,0,0
c001063,control,0,0
c001064,control,0,0
c001065,control,1,0
c001066,control,1,0
c001067,control,0,0
c001068,control,0,0
c001069,control,1,0
c001070,control,0,0
c001071,control,0,0
c001072,control,1,1
c001073,control,0,0
c001074,control,1,0
c001075,control,0,0
c001076,control,0,0
c001077,control,1,0
c001078,control,1,0
c001079,control,0,0
c001080,control,0,0
c001081,control,1,0
c001082,control,0,0
c001083,control,1,0
c001084,control,1,0
c001085,control,1,0
c001086,control,0,0
c001087,control,1,0
c001088,control,1,0
c001089,control,1,0
c001090,control,0,0
c001091,control,1,0
c001092,control,0,0
c001093,control,0,0
c001094,control,1,0
c001095,control,1,0
c001096,control,0,0
c001097,control,0,0
c001098,control,1,0
c001099,control,1,0
c001100,control,1,0
c001101,control,0,0
c001102,control,1,0
c001103,control,1,0
c001104,control,1,0
c001105,control,1,0
c001106,control,1,0
c001107,control,1,0
c001108,control,1,0
c001109,control,1,0
c001110,control,1,0
c001111,control,1,0
c001112,control,1,0
c001113,control,1,0
c001114,control,1,0
c001115,control,1,0
c001116,control,1,0
c001117,control,1,0
c001118,control,1,0
c001119,control,1,0
c001120,control,0,0
c001121,control,0,0
c001122,control,0,0
c001123,control,1,0
c001124,control,0,0
c001125,control,0,0
c001126,control,1,0
c001127,control,1,0
c001128,control,0,0
c001129,control,0,0
c001130,control,0,0
c001131,control,1,0
c001132,control,1,0
c001133,control,0,0
c001134,control,1,0
c001135,control,1,0
c001136,control,0,0
c001137,control,1,0
c001138,control,0,0
c001139,control,1,0
c001140,control,1,0
c001141,control,1,0
c001142,control,1,0
c001143,control,1,0
c001144,control,1,0
c001145,control,1,0
c001146,control,0,0
c001147,control,1,0
c001148,control,1,0
c001149,control,1,0
c001150,control,0,0
c001151,control,1,0
c001152,control,1,0
c001153,control,1,0
c001154,control,1,0
c001155,control,0,0
c001156,control,1,0
c001157,control,1,0
c001158,control,0,0
c001159,control,1,0
c001160,control,1,0
c001161,control,1,0
c001162,control,0,0
c001163,control,1,1
c001164,control,0,0
c001165,control,1,0
c001166,control,1,0
c001167,control,1,0
c001168,control,0,0
c001169,control,0,0
c001170,control,0,0
c001171,control,1,0
c001172,control,1,0
c001173,control,0,0
c001174,control,1,1
c001175,control,0,0
c001176,control,0,0
c001177,control,1,0
c001178,control,0,0
c001179,control,1,0
c001180,control,1,0
c001181,control,1,0
c001182,control,0,0
c001183,control,0,0
c001184,control,1,0
c001185,control,1,0
c001186,control,0,0
c001187,control,1,0
c001188,control,0,0
c001189,control,1,0
c001190,control,1,0
c001191,control,0,0
c001192,control,1,0
c001193,control,1,0
c001194,control,0,0
c001195,control,0,0
c001196,control,0,0
c001197,control,0,0
c001198,control,0,0
c001199,control,1,0
c001200,control,0,0
c001201,control,1,0
c001202,control,1,0
c001203,control,0,0
c001204,control,0,0
c001205,control,1,0
c001206,control,0,0
c001207,control,1,0
c001208,control,1,0
c001209,control,1,0
c001210,control,0,0
c001211,control,1,0
c001212,control,0,0
c001213,control,1,0
c001214,control,1,0
c001215,control,1,0
c001216,control,0,0
c001217,control,1,0
c001218,control,1,0
c001219,control,0,0
c001220,control,1,0
c001221,control,1,0
c001222,control,1,0
c001223,control,1,0
c001224,control,1,0
c001225,control,0,0
c001226,control,1,0
c001227,control,0,0
c001228,control,1,0
c001229,control,0,1
c001230,control,1,0
c001231,control,1,0
c001232,control,0,1
c001233,control,1,0
c001234,control,0,0
c001235,control,1,0
c001236,control,1,0
c001237,control,1,0
c001238,control,1,0
c001239,control,1,0
c001240,control,0,0
c001241,control,1,0
c001242,control,1,0
c001243,control,1,0
c001244,control,1,0
c001245,control,0,0
c001246,control,1,0
c001247,control,0,1
c001248,control,1,0
c001249,control,1,0
c001250,control,1,0
c001251,control,1,0
c001252,control,0,0
c001253,control,1,0
c001254,control,1,0
c001255,control,1,0
c001256,control,1,0
c001257,control,1,0
c001258,control,1,0
c001259,control,0,0
c001260,control,1,0
c001261,control,0,0
c001262,control,1,0
c001263,control,1,0
c001264,control,1,0
c001265,control,1,0
c001266,control,0,0
c001267,control,0,0
c001268,control,1,0
c001269,control,0,0
c001270,control,1,0
c001271,control,0,0
c001272,control,1,0
c001273,control,0,0
c001274,control,1,0
c001275,control,1,0
c001276,control,1,0
c001277,control,1,0
c001278,control,1,0
c001279,control,1,0
c001280,control,1,0
c001281,control,1,0
c001282,control,0,0
c001283,control,1,0
c001284,control,1,0
c001285,control,1,0
c001286,control,0,1
c001287,control,1,1
c001288,control,1,0
c001289,control,1,0
c001290,control,1,0
c001291,control,1,0
c001292,control,1,0
c001293,control,0,0
c001294,control,1,0
c001295,control,1,0
c001296,control,1,0
c001297,control,1,0
c001298,control,0,0
c001299,control,1,0
c001300,control,1,0
c001301,control,1,0
c001302,control,1,0
c001303,control,1,0
c001304,control,0,0
c001305,control,1,0
c001306,control,0,0
c001307,control,1,0
c001308,control,0,0
c001309,control,1,0
c001310,control,0,0
c001311,control,0,0
c001312,control,1,0
c001313,control,0,0
c001314,control,1,0
c001315,control,1,0
c001316,control,1,0
c001317,control,1,0
c001318,control,0,0
c001319,control,1,0
c001320,control,1,0
c001321,control,1,0
c001322,control,0,0
c001323,control,1,0
c001324,control,1,0
c001325,control,1,0
c001326,control,1,0
c001327,control,1,0
c001328,control,0,0
c001329,control,1,0
c001330,control,0,0
c001331,control,1,0
c001332,control,0,0
c001333,control,1,0
c001334,control,0,0
c001335,control,1,0
c001336,control,0,0
c001337,control,0,0
c001338,control,1,1
c001339,control,1,0
c001340,control,1,0
c001341,control,1,1
c001342,control,1,0
c001343,control,0,0
c001344,control,0,0
c001345,control,0,0
c001346,control,1,0
c001347,control,0,0
c001348,control,0,0
c001349,control,1,0
c001350,control,1,0
c001351,control,1,0
c001352,control,0,0
c001353,control,1,0
c001354,control,0,0
c001355,control,1,0
c001356,control,1,0
c001357,control,0,0
c001358,control,1,0
c001359,control,0,0
c001360,control,1,1
c001361,control,0,0
c001362,control,1,0
c001363,control,0,0
c001364,control,1,0
c001365,control,1,0
c001366,control,1,0
c001367,control,0,0
c001368,control,1,0
c001369,control,0,0
c001370,control,1,0
c001371,control,0,0
c001372,control,1,0
c001373,control,1,0
c001374,control,0,0
c001375,control,1,0
c001376,control,1,0
c001377,control,0,0
c001378,control,1,0
c001379,control,1,0
c001380,control,1,0
c001381,control,0,0
c001382,control,0,0
c001383,control,0,0
c001384,control,1,0
c001385,control,1,0
c001386,control,1,0
c001387,control,1,0
c001388,control,1,0
c001389,control,1,0
c001390,control,0,0
c001391,control,0,0
c001392,control,0,0
c001393,control,1,0
c001394,control,0,0
c001395,control,1,0
c001396,control,1,0
